AADAT	ERCC5
NEK3	PTEN
NEK3	RAF1
NEK3	RALGDS
NEK3	RET
NEK3	ROS1
NEK3	SEPT6
NEK3	SH3GL1
NEK3	SMARCA4
NEK3	SRGAP3
NEK3	STK11
NEK3	SYK
NEK3	TCEA1
NEK3	USP6
NEK3	WHSC1L1
NEK3	WT1
NEK4	NF1
NEK4	NOTCH1
NEK4	NRAS
NEK4	NSD1
NEK4	NTRK1
NEK4	PDGFRB
NEK4	PIM1
NEK4	PRDM1
NEK4	PRDM16
NEK4	PTEN
NEK4	RAF1
NEK4	RALGDS
NEK4	RET
NEK4	ROS1
NEK4	SEPT6
NEK4	SH3GL1
NEK4	SMARCA4
NEK4	SRGAP3
NEK4	STK11
NEK4	SYK
NEK4	TCEA1
NEK4	USP6
NEK4	WHSC1L1
NEK4	WT1
NEK6	NF1
NEK6	NOTCH1
NEK6	NRAS
NEK6	NSD1
NEK6	NTRK1
NEK6	PDGFRB
NEK6	PIM1
NEK6	PRDM1
NEK6	PRDM16
NEK6	PTEN
NEK6	RAF1
NEK6	RALGDS
NEK6	RET
NEK6	ROS1
NEK6	SEPT6
NEK6	SH3GL1
NEK6	SMARCA4
NEK6	SRGAP3
NEK6	STK11
NEK6	SYK
NEK6	TCEA1
NEK6	USP6
NEK6	WHSC1L1
NEK6	WT1
NEK7	NF1
NEK7	NOTCH1
NEK7	NRAS
NEK7	NSD1
NEK7	NTRK1
NEK7	PDGFRB
NEK7	PIM1
NEK7	PRDM1
NEK7	PRDM16
NEK7	PTEN
NEK7	RAF1
NEK7	RALGDS
NEK7	RET
NEK7	ROS1
NEK7	SEPT6
NEK7	SH3GL1
NEK7	SMARCA4
NEK7	SRGAP3
NEK7	STK11
NEK7	SYK
NEK7	TCEA1
NEK7	USP6
NEK7	WHSC1L1
NEK7	WT1
NET1	NF1
NET1	NTRK1
NET1	PDGFRB
NET1	PIM1
NET1	RAF1
NET1	RET
NET1	ROS1
NET1	STK11
NET1	SYK
NF1	NGEF
NF1	NLK
NF1	NPR2
NF1	NUAK2
NF1	OBSCN
NF1	OXSR1
NF1	PAK1
NF1	PAK2
NF1	PAK4
NF1	PAK7
NF1	PASK
NF1	PBK
NF1	PDPK1
NF1	PHKG2
NF1	PIK3R4
NF1	PIM2
NF1	PIM3
NF1	PINK1
NF1	PKN1
NF1	PKN2
NF1	PKN3
NF1	PLEKHG2
NF1	PLEKHG5
NF1	PLK1
NF1	PLK2
NF1	PLK3
NF1	PLK4
NF1	PREX1
NF1	PRKAA1
NF1	PRKAA2
NF1	PRKACA
NF1	PRKACB
NF1	PRKACG
NF1	PRKCA
NF1	PRKCB
NF1	PRKCD
NF1	PRKCE
NF1	PRKCG
NF1	PRKCH
NF1	PRKCI
NF1	PRKCQ
NF1	PRKCZ
NF1	PRKD1
NF1	PRKD2
NF1	PRKD3
NF1	PRKG1
NF1	PRKG2
NF1	PRPF4B
NF1	PSKH1
NF1	PTK2B
NF1	PTK6
NF1	PTK7
NF1	RAPGEF3
NF1	RAPGEF4
NF1	RAPGEF5
NF1	RASGRF1
NF1	RASGRF2
NF1	RIPK1
NF1	RIPK2
NF1	RIPK3
NF1	RNASEL
NF1	ROCK1
NF1	ROCK2
NF1	ROR2
NF1	RPS6KA1
NF1	RPS6KA2
NF1	RPS6KA3
NF1	RPS6KA4
NF1	RPS6KA5
NF1	RPS6KA6
NF1	RPS6KB1
NF1	RPS6KB2
NF1	RPS6KC1
NF1	RYK
NF1	SCYL3
NF1	SGK1
NF1	SGK2
NF1	SGK3
NF1	SIK1
NF1	SIK2
NF1	SIK3
NF1	SNRK
NF1	SOS1
NF1	SOS2
NF1	SRC
NF1	SRPK1
NF1	SRPK2
NF1	SRPK3
NF1	STK10
NF1	STK17A
NF1	STK17B
NF1	STK24
NF1	STK25
NF1	STK3
NF1	STK36
NF1	STK38
NF1	STK38L
NF1	STK39
NF1	STK4
NF1	TAOK1
NF1	TAOK3
NF1	TEC
NF1	TEK
NF1	TESK2
NF1	TGFBR1
NF1	TGFBR2
NF1	TIAM1
NF1	TIAM2
NF1	TIE1
NF1	TLK1
NF1	TLK2
NF1	TNIK
NF1	TNK1
NF1	TNNI3K
NF1	TP53RK
NF1	TRAP1
NF1	TRIB3
NF1	TRIO
NF1	TSSK1B
NF1	TSSK2
NF1	TSSK3
NF1	TSSK4
NF1	TSSK6
NF1	TXK
NF1	TYK2
NF1	TYRO3
NF1	ULK1
NF1	ULK2
NF1	VAV1
NF1	VAV2
NF1	VAV3
NF1	VRK1
NF1	VRK2
NF1	WNK1
NF1	WNK2
NF1	WNK3
NF1	WNK4
NF1	ZAP70
NFATC1	NOTCH1
NFATC1	NTRK1
NFATC1	PIM1
NFATC1	RAF1
NFATC1	RET
NFATC1	ROS1
NFATC1	STK11
NFATC1	SYK
NFATC2	NOTCH1
NFATC2	NTRK1
NFATC2	PIM1
NFATC2	RAF1
NFATC2	RET
NFATC2	ROS1
NFATC2	STK11
NFATC2	SYK
NFATC3	NOTCH1
NFATC3	NTRK1
NFATC3	PIM1
NFATC3	RAF1
NFATC3	RET
NFATC3	ROS1
NFATC3	STK11
NFATC3	SYK
NFATC4	NOTCH1
NFATC4	NTRK1
NFATC4	PIM1
NFATC4	RAF1
NFATC4	RET
NFATC4	ROS1
NFATC4	STK11
NFATC4	SYK
NFKB1	NTRK1
NFKB1	PIM1
NFKB1	RAF1
NFKB1	RET
NFKB1	ROS1
NFKB1	STK11
NFKB1	SYK
NFKBIA	NTRK1
NFKBIA	PIM1
NFKBIA	RAF1
NFKBIA	RET
NFKBIA	ROS1
NFKBIA	STK11
NFKBIA	SYK
NFYC	NSD1
NFYC	PBRM1
NFYC	RECQL4
NFYC	SETD2
NFYC	SMARCA4
NFYC	SRSF2
NFYC	TCEA1
NFYC	U2AF1
NFYC	USP6
NFYC	WHSC1L1
NFYC	WRN
NFYC	ZRSR2
NGEF	NTRK1
NGEF	PDGFRB
NGEF	PIM1
NGEF	RAF1
NGEF	RET
NGEF	ROS1
NGEF	STK11
NGEF	SYK
NKIRAS1	NRAS
NKIRAS1	RAC1
NKIRAS1	WAS
NKIRAS2	NRAS
NKIRAS2	RAC1
NKIRAS2	WAS
NLK	NOTCH1
NLK	NRAS
NLK	NSD1
NLK	NTRK1
NLK	PDGFRB
NLK	PIM1
NLK	PRDM1
NLK	PRDM16
NLK	PTEN
NLK	RAF1
NLK	RALGDS
NLK	RET
NLK	ROS1
NLK	SEPT6
NLK	SH3GL1
NLK	SMARCA4
NLK	SRGAP3
NLK	STK11
NLK	SYK
NLK	TCEA1
NLK	USP6
NLK	WHSC1L1
NLK	WT1
NOSTRIN	NTRK1
NOSTRIN	PDGFRB
NOSTRIN	PIM1
NOSTRIN	RAF1
NOSTRIN	RET
NOSTRIN	ROS1
NOSTRIN	SH3GL1
NOSTRIN	STK11
NOSTRIN	SYK
NOSTRIN	USP6
NOSTRIN	WAS
NOTCH1	NUAK2
NOTCH1	OXSR1
NOTCH1	PAK1
NOTCH1	PAK2
NOTCH1	PASK
NOTCH1	PBK
NOTCH1	PDPK1
NOTCH1	PHKG2
NOTCH1	PIK3R4
NOTCH1	PIM2
NOTCH1	PIM3
NOTCH1	PINK1
NOTCH1	PKN1
NOTCH1	PKN2
NOTCH1	PKN3
NOTCH1	PLK1
NOTCH1	PLK2
NOTCH1	PLK3
NOTCH1	PLK4
NOTCH1	PRKAA1
NOTCH1	PRKAA2
NOTCH1	PRKACA
NOTCH1	PRKACB
NOTCH1	PRKCA
NOTCH1	PRKCB
NOTCH1	PRKCD
NOTCH1	PRKCE
NOTCH1	PRKCG
NOTCH1	PRKCH
NOTCH1	PRKCI
NOTCH1	PRKCQ
NOTCH1	PRKCZ
NOTCH1	PRKD2
NOTCH1	PRKD3
NOTCH1	PRKG1
NOTCH1	PRKG2
NOTCH1	PRPF4B
NOTCH1	PSKH1
NOTCH1	PTK2B
NOTCH1	PTK6
NOTCH1	RASA1
NOTCH1	RBPJ
NOTCH1	RNASEL
NOTCH1	ROCK1
NOTCH1	ROCK2
NOTCH1	RPS6KA4
NOTCH1	RPS6KA5
NOTCH1	RPS6KB1
NOTCH1	RTKN
NOTCH1	SCYL3
NOTCH1	SGK1
NOTCH1	SGK2
NOTCH1	SGK3
NOTCH1	SIK1
NOTCH1	SIK2
NOTCH1	SIK3
NOTCH1	SNRK
NOTCH1	SRPK1
NOTCH1	SRPK2
NOTCH1	SRPK3
NOTCH1	STK10
NOTCH1	STK17A
NOTCH1	STK17B
NOTCH1	STK24
NOTCH1	STK3
NOTCH1	STK36
NOTCH1	STK38
NOTCH1	STK38L
NOTCH1	STK39
NOTCH1	STK4
NOTCH1	TAOK1
NOTCH1	TAOK3
NOTCH1	TEC
NOTCH1	TESK2
NOTCH1	TGFBR1
NOTCH1	TGFBR2
NOTCH1	TLK1
NOTCH1	TLK2
NOTCH1	TNIK
NOTCH1	TNK1
NOTCH1	TNNI3K
NOTCH1	TP53RK
NOTCH1	TRIB3
NOTCH1	TSSK1B
NOTCH1	TSSK2
NOTCH1	TSSK3
NOTCH1	TSSK4
NOTCH1	TSSK6
NOTCH1	TXK
NOTCH1	TYK2
NOTCH1	ULK1
NOTCH1	VRK1
NOTCH1	VRK2
NOTCH1	WNK1
NOTCH1	WNK2
NOTCH1	WNK3
NOTCH1	WNK4
NOTCH1	ZAP70
NPHP1	NRAS
NPHP1	SH3GL1
NPR2	NTRK1
NPR2	PDGFRB
NPR2	PIM1
NPR2	PRDM1
NPR2	PRDM16
NPR2	PTEN
NPR2	RAF1
NPR2	RALGDS
NPR2	RET
NPR2	ROS1
NPR2	SH3GL1
NPR2	SRGAP3
NPR2	STK11
NPR2	SYK
NPR2	WT1
NRAS	NUAK2
NRAS	OXSR1
NRAS	PACSIN2
NRAS	PAK1
NRAS	PAK2
NRAS	PASK
NRAS	PBK
NRAS	PDPK1
NRAS	PHKG2
NRAS	PIK3R4
NRAS	PIM2
NRAS	PIM3
NRAS	PINK1
NRAS	PKN1
NRAS	PKN2
NRAS	PKN3
NRAS	PLK1
NRAS	PLK2
NRAS	PLK3
NRAS	PLK4
NRAS	PRKAA1
NRAS	PRKAA2
NRAS	PRKACA
NRAS	PRKACB
NRAS	PRKCA
NRAS	PRKCB
NRAS	PRKCD
NRAS	PRKCE
NRAS	PRKCG
NRAS	PRKCH
NRAS	PRKCI
NRAS	PRKCQ
NRAS	PRKCZ
NRAS	PRKD2
NRAS	PRKD3
NRAS	PRKG1
NRAS	PRKG2
NRAS	PRPF4B
NRAS	PSKH1
NRAS	PTK2B
NRAS	PTK6
NRAS	RAB10
NRAS	RAB11A
NRAS	RAB11B
NRAS	RAB12
NRAS	RAB13
NRAS	RAB14
NRAS	RAB15
NRAS	RAB17
NRAS	RAB18
NRAS	RAB19
NRAS	RAB1A
NRAS	RAB1B
NRAS	RAB20
NRAS	RAB21
NRAS	RAB22A
NRAS	RAB23
NRAS	RAB24
NRAS	RAB25
NRAS	RAB26
NRAS	RAB27A
NRAS	RAB27B
NRAS	RAB28
NRAS	RAB2A
NRAS	RAB2B
NRAS	RAB30
NRAS	RAB31
NRAS	RAB32
NRAS	RAB33A
NRAS	RAB33B
NRAS	RAB34
NRAS	RAB35
NRAS	RAB36
NRAS	RAB37
NRAS	RAB38
NRAS	RAB39A
NRAS	RAB39B
NRAS	RAB3A
NRAS	RAB3B
NRAS	RAB3C
NRAS	RAB3D
NRAS	RAB40A
NRAS	RAB40AL
NRAS	RAB40B
NRAS	RAB40C
NRAS	RAB41
NRAS	RAB42
NRAS	RAB43
NRAS	RAB44
NRAS	RAB4A
NRAS	RAB4B
NRAS	RAB5A
NRAS	RAB5B
NRAS	RAB5C
NRAS	RAB6A
NRAS	RAB6B
NRAS	RAB6C
NRAS	RAB7A
NRAS	RAB7L1
NRAS	RAB8A
NRAS	RAB8B
NRAS	RAB9A
NRAS	RAB9B
NRAS	RABL2A
NRAS	RABL2B
NRAS	RABL3
NRAS	RABL5
NRAS	RABL6
NRAS	RAC2
NRAS	RAC3
NRAS	RALA
NRAS	RALB
NRAS	RAN
NRAS	RAP1A
NRAS	RAP1B
NRAS	RAP2A
NRAS	RASD1
NRAS	RASD2
NRAS	RASEF
NRAS	RASL10A
NRAS	RASL10B
NRAS	RASL11A
NRAS	RASL11B
NRAS	RASL12
NRAS	REM1
NRAS	REM2
NRAS	RERG
NRAS	RERGL
NRAS	RHEB
NRAS	RHEBL1
NRAS	RHOA
NRAS	RHOB
NRAS	RHOBTB1
NRAS	RHOBTB2
NRAS	RHOBTB3
NRAS	RHOC
NRAS	RHOD
NRAS	RHOF
NRAS	RHOG
NRAS	RHOH
NRAS	RHOJ
NRAS	RHOQ
NRAS	RHOT1
NRAS	RHOT2
NRAS	RHOU
NRAS	RHOV
NRAS	RIT1
NRAS	RIT2
NRAS	RNASEL
NRAS	RND1
NRAS	RND2
NRAS	RND3
NRAS	ROCK1
NRAS	ROCK2
NRAS	RPS6KA4
NRAS	RPS6KA5
NRAS	RPS6KB1
NRAS	RRAD
NRAS	RRAS
NRAS	RRAS2
NRAS	RSG1
NRAS	SCYL3
NRAS	SGK1
NRAS	SGK2
NRAS	SGK3
NRAS	SIK1
NRAS	SIK2
NRAS	SIK3
NRAS	SNRK
NRAS	SRPK1
NRAS	SRPK2
NRAS	SRPK3
NRAS	STK10
NRAS	STK17A
NRAS	STK17B
NRAS	STK24
NRAS	STK3
NRAS	STK36
NRAS	STK38
NRAS	STK38L
NRAS	STK39
NRAS	STK4
NRAS	TAOK1
NRAS	TAOK3
NRAS	TEC
NRAS	TESK2
NRAS	TGFBR1
NRAS	TGFBR2
NRAS	TLK1
NRAS	TLK2
NRAS	TNIK
NRAS	TNK1
NRAS	TNNI3K
NRAS	TP53RK
NRAS	TRAP1
NRAS	TRIB3
NRAS	TRIM23
NRAS	TRIP10
NRAS	TSSK1B
NRAS	TSSK2
NRAS	TSSK3
NRAS	TSSK4
NRAS	TSSK6
NRAS	TXK
NRAS	TYK2
NRAS	ULK1
NRAS	VASP
NRAS	VRK1
NRAS	VRK2
NRAS	WASF2
NRAS	WASL
NRAS	WIPF1
NRAS	WNK1
NRAS	WNK2
NRAS	WNK3
NRAS	WNK4
NRAS	ZAP70
NSD1	NUAK2
NSD1	OXSR1
NSD1	PAK1
NSD1	PAK2
NSD1	PASK
NSD1	PBK
NSD1	PDPK1
NSD1	PHIP
NSD1	PHKG2
NSD1	PIK3R4
NSD1	PIM2
NSD1	PIM3
NSD1	PINK1
NSD1	PKMYT1
NSD1	PKN1
NSD1	PKN2
NSD1	PKN3
NSD1	PLK1
NSD1	PLK2
NSD1	PLK3
NSD1	PLK4
NSD1	PRKAA1
NSD1	PRKAA2
NSD1	PRKACA
NSD1	PRKACB
NSD1	PRKCA
NSD1	PRKCB
NSD1	PRKCD
NSD1	PRKCE
NSD1	PRKCG
NSD1	PRKCH
NSD1	PRKCI
NSD1	PRKCQ
NSD1	PRKCZ
NSD1	PRKD2
NSD1	PRKD3
NSD1	PRKG1
NSD1	PRKG2
NSD1	PRPF4B
NSD1	PSKH1
NSD1	PTK2B
NSD1	PTK6
NSD1	RBBP7
NSD1	RNASEL
NSD1	ROCK1
NSD1	ROCK2
NSD1	RPS6KA4
NSD1	RPS6KA5
NSD1	RPS6KB1
NSD1	SCYL3
NSD1	SEC22B
NSD1	SGK1
NSD1	SGK2
NSD1	SGK3
NSD1	SIK1
NSD1	SIK2
NSD1	SIK3
NSD1	SMARCA1
NSD1	SMARCA2
NSD1	SMARCA5
NSD1	SMARCAD1
NSD1	SNRK
NSD1	SRPK1
NSD1	SRPK2
NSD1	SRPK3
NSD1	STK10
NSD1	STK17A
NSD1	STK17B
NSD1	STK24
NSD1	STK3
NSD1	STK36
NSD1	STK38
NSD1	STK38L
NSD1	STK39
NSD1	STK4
NSD1	STRAP
NSD1	STRN3
NSD1	STX6
NSD1	STX8
NSD1	SUDS3
NSD1	SURF1
NSD1	TAOK1
NSD1	TAOK3
NSD1	TBL1X
NSD1	TBL1XR1
NSD1	TEC
NSD1	TESK2
NSD1	TGFBR1
NSD1	TGFBR2
NSD1	TLE4
NSD1	TLK1
NSD1	TLK2
NSD1	TNIK
NSD1	TNK1
NSD1	TNNI3K
NSD1	TP53RK
NSD1	TRIB3
NSD1	TSSK1B
NSD1	TSSK2
NSD1	TSSK3
NSD1	TSSK4
NSD1	TSSK6
NSD1	TXK
NSD1	TYK2
NSD1	UBE2A
NSD1	UBE2B
NSD1	UBE2C
NSD1	UBE2D1
NSD1	UBE2D2
NSD1	UBE2D3
NSD1	UBE2E1
NSD1	UBE2G1
NSD1	UBE2G2
NSD1	UBE2H
NSD1	UBE2I
NSD1	UBE2K
NSD1	UBE2L3
NSD1	UBE2N
NSD1	UBE2R2
NSD1	UBE2T
NSD1	UBE2W
NSD1	ULK1
NSD1	VAC14
NSD1	VAMP7
NSD1	VAMP8
NSD1	VRK1
NSD1	VRK2
NSD1	WDR61
NSD1	WDTC1
NSD1	WEE1
NSD1	WNK1
NSD1	WNK2
NSD1	WNK3
NSD1	WNK4
NSD1	YKT6
NSD1	ZAP70
NTRK1	NUAK1
NTRK1	NUAK2
NTRK1	NUS1
NTRK1	OBSCN
NTRK1	OCRL
NTRK1	OPHN1
NTRK1	ORC2
NTRK1	OSR1
NTRK1	OSR2
NTRK1	OXSR1
NTRK1	PACSIN1
NTRK1	PACSIN2
NTRK1	PACSIN3
NTRK1	PAK1
NTRK1	PAK2
NTRK1	PAK4
NTRK1	PAK7
NTRK1	PAPD7
NTRK1	PARN
NTRK1	PARP1
NTRK1	PARP4
NTRK1	PASK
NTRK1	PAXIP1
NTRK1	PBK
NTRK1	PDE2A
NTRK1	PDE3A
NTRK1	PDLIM3
NTRK1	PDP1
NTRK1	PDPK1
NTRK1	PDRG1
NTRK1	PEMT
NTRK1	PFDN1
NTRK1	PFDN2
NTRK1	PFDN4
NTRK1	PFDN6
NTRK1	PHF1
NTRK1	PHF13
NTRK1	PHF19
NTRK1	PHF21A
NTRK1	PHKG1
NTRK1	PHKG2
NTRK1	PHLPP2
NTRK1	PI4KA
NTRK1	PI4KB
NTRK1	PIGT
NTRK1	PIGU
NTRK1	PIK3CB
NTRK1	PIK3CD
NTRK1	PIK3R2
NTRK1	PIK3R4
NTRK1	PIKFYVE
NTRK1	PIM2
NTRK1	PIM3
NTRK1	PINK1
NTRK1	PIP4K2A
NTRK1	PIP4K2B
NTRK1	PIP5K1A
NTRK1	PIP5K1B
NTRK1	PIP5K1C
NTRK1	PKMYT1
NTRK1	PKN1
NTRK1	PKN2
NTRK1	PKN3
NTRK1	PLCB1
NTRK1	PLCG1
NTRK1	PLEKHG2
NTRK1	PLEKHG5
NTRK1	PLK1
NTRK1	PLK2
NTRK1	PLK3
NTRK1	PLK4
NTRK1	POLL
NTRK1	POLR2I
NTRK1	POLR2K
NTRK1	PPAP2A
NTRK1	PPAP2B
NTRK1	PPAP2C
NTRK1	PPAT
NTRK1	PPEF1
NTRK1	PPEF2
NTRK1	PPID
NTRK1	PPM1A
NTRK1	PPM1B
NTRK1	PPM1D
NTRK1	PPM1F
NTRK1	PPM1G
NTRK1	PPM1J
NTRK1	PPM1K
NTRK1	PPM1L
NTRK1	PPM1M
NTRK1	PPP1CA
NTRK1	PPP1CB
NTRK1	PPP1CC
NTRK1	PPP1R12A
NTRK1	PPP2CA
NTRK1	PPP2CB
NTRK1	PPP2R4
NTRK1	PPP3CA
NTRK1	PPP3CB
NTRK1	PPP5C
NTRK1	PPP6C
NTRK1	PRC1
NTRK1	PREX1
NTRK1	PRKAA1
NTRK1	PRKAA2
NTRK1	PRKACA
NTRK1	PRKACB
NTRK1	PRKACG
NTRK1	PRKCA
NTRK1	PRKCB
NTRK1	PRKCD
NTRK1	PRKCE
NTRK1	PRKCG
NTRK1	PRKCH
NTRK1	PRKCI
NTRK1	PRKCQ
NTRK1	PRKCZ
NTRK1	PRKD1
NTRK1	PRKD2
NTRK1	PRKD3
NTRK1	PRKG1
NTRK1	PRKG2
NTRK1	PRKX
NTRK1	PRPF4B
NTRK1	PSD
NTRK1	PSKH1
NTRK1	PSMA1
NTRK1	PSMA2
NTRK1	PSMA3
NTRK1	PSMA4
NTRK1	PSMA6
NTRK1	PSMA7
NTRK1	PSMA8
NTRK1	PSMB6
NTRK1	PSMD10
NTRK1	PTK2
NTRK1	PTK2B
NTRK1	PTK6
NTRK1	PTK7
NTRK1	PTPN12
NTRK1	PTPN13
NTRK1	PTPN14
NTRK1	PTPN18
NTRK1	PTPN2
NTRK1	PTPN21
NTRK1	PTPN22
NTRK1	PTPN3
NTRK1	PTPN4
NTRK1	PTPN5
NTRK1	PTPN6
NTRK1	PTPN7
NTRK1	PTPN9
NTRK1	PTPRB
NTRK1	PTPRC
NTRK1	PTPRD
NTRK1	PTPRE
NTRK1	PTPRH
NTRK1	PTPRK
NTRK1	PTPRM
NTRK1	PTPRN2
NTRK1	PTPRO
NTRK1	PTPRR
NTRK1	PTPRT
NTRK1	PTPRU
NTRK1	PTPRZ1
NTRK1	RACGAP1
NTRK1	RAD18
NTRK1	RAD50
NTRK1	RAD51
NTRK1	RAD51B
NTRK1	RAD51C
NTRK1	RAD51D
NTRK1	RAD52
NTRK1	RALA
NTRK1	RALB
NTRK1	RALBP1
NTRK1	RALGPS1
NTRK1	RALGPS2
NTRK1	RAN
NTRK1	RANBP2
NTRK1	RAPGEF1
NTRK1	RAPGEF2
NTRK1	RAPGEF3
NTRK1	RAPGEF4
NTRK1	RAPGEF5
NTRK1	RAPGEF6
NTRK1	RAPGEFL1
NTRK1	RAPH1
NTRK1	RASA1
NTRK1	RASA2
NTRK1	RASA3
NTRK1	RASA4
NTRK1	RASAL1
NTRK1	RASAL2
NTRK1	RASAL3
NTRK1	RASGEF1A
NTRK1	RASGEF1B
NTRK1	RASGEF1C
NTRK1	RASGRF1
NTRK1	RASGRF2
NTRK1	RASGRP1
NTRK1	RASGRP2
NTRK1	RASGRP3
NTRK1	RASGRP4
NTRK1	RBPJ
NTRK1	REV1
NTRK1	RFC1
NTRK1	RFWD3
NTRK1	RFXANK
NTRK1	RGL1
NTRK1	RGL2
NTRK1	RGL3
NTRK1	RGL4
NTRK1	RHOBTB3
NTRK1	RIPK1
NTRK1	RIPK2
NTRK1	RIPK3
NTRK1	RNASEL
NTRK1	RNF168
NTRK1	RNF8
NTRK1	ROCK1
NTRK1	ROCK2
NTRK1	ROR2
NTRK1	RPL17
NTRK1	RPL19
NTRK1	RPL23
NTRK1	RPL24
NTRK1	RPL35
NTRK1	RPS21
NTRK1	RPS6KA1
NTRK1	RPS6KA2
NTRK1	RPS6KA3
NTRK1	RPS6KA4
NTRK1	RPS6KA5
NTRK1	RPS6KA6
NTRK1	RPS6KB1
NTRK1	RPS6KB2
NTRK1	RPS6KC1
NTRK1	RRAS
NTRK1	RRAS2
NTRK1	RTKN
NTRK1	RTKN2
NTRK1	RYK
NTRK1	SACM1L
NTRK1	SAE1
NTRK1	SALL1
NTRK1	SALL4
NTRK1	SAR1A
NTRK1	SAR1B
NTRK1	SBNO1
NTRK1	SCRT2
NTRK1	SCYL3
NTRK1	SEPT3
NTRK1	SEPT4
NTRK1	SEPT5
NTRK1	SEPT7
NTRK1	SETD3
NTRK1	SETD7
NTRK1	SGK1
NTRK1	SGK2
NTRK1	SGK3
NTRK1	SGMS1
NTRK1	SGMS2
NTRK1	SGPP1
NTRK1	SGPP2
NTRK1	SH2B2
NTRK1	SH2D3A
NTRK1	SH2D3C
NTRK1	SH3BP2
NTRK1	SH3BP4
NTRK1	SH3GL3
NTRK1	SH3KBP1
NTRK1	SIK1
NTRK1	SIK2
NTRK1	SIK3
NTRK1	SIN3A
NTRK1	SIRT1
NTRK1	SIRT2
NTRK1	SKAP2
NTRK1	SLC11A1
NTRK1	SLC11A2
NTRK1	SLC16A2
NTRK1	SLC19A3
NTRK1	SLC37A4
NTRK1	SLC45A4
NTRK1	SLC46A2
NTRK1	SLMAP
NTRK1	SMARCA1
NTRK1	SMARCA2
NTRK1	SMARCA5
NTRK1	SMARCAD1
NTRK1	SMYD2
NTRK1	SNAI1
NTRK1	SNAI2
NTRK1	SNRK
NTRK1	SNX18
NTRK1	SOS1
NTRK1	SOS2
NTRK1	SRC
NTRK1	SRGAP1
NTRK1	SRGAP2
NTRK1	SRPK1
NTRK1	SRPK2
NTRK1	SRPK3
NTRK1	SSH3
NTRK1	SSRP1
NTRK1	ST13
NTRK1	STARD13
NTRK1	STARD8
NTRK1	STK10
NTRK1	STK17A
NTRK1	STK17B
NTRK1	STK24
NTRK1	STK25
NTRK1	STK3
NTRK1	STK36
NTRK1	STK38
NTRK1	STK38L
NTRK1	STK39
NTRK1	STK4
NTRK1	STRADB
NTRK1	STX6
NTRK1	STX8
NTRK1	STYXL1
NTRK1	SUDS3
NTRK1	SUPT4H1
NTRK1	SUV39H1
NTRK1	SYDE1
NTRK1	SYDE2
NTRK1	SYNGAP1
NTRK1	SYNJ1
NTRK1	TAF1
NTRK1	TAF1L
NTRK1	TAGAP
NTRK1	TAOK1
NTRK1	TAOK2
NTRK1	TAOK3
NTRK1	TBCE
NTRK1	TCEB3
NTRK1	TCP1
NTRK1	TEC
NTRK1	TEK
NTRK1	TESK2
NTRK1	TGFBR1
NTRK1	TGFBR2
NTRK1	TGFBRAP1
NTRK1	THOC2
NTRK1	THOC7
NTRK1	TIAM1
NTRK1	TIAM2
NTRK1	TIE1
NTRK1	TIPIN
NTRK1	TLK1
NTRK1	TLK2
NTRK1	TNIK
NTRK1	TNK1
NTRK1	TNK2
NTRK1	TNKS
NTRK1	TNNI3K
NTRK1	TOPBP1
NTRK1	TOPORS
NTRK1	TP53RK
NTRK1	TRAP1
NTRK1	TRIB3
NTRK1	TRIO
NTRK1	TRIP10
NTRK1	TRPA1
NTRK1	TSSK1B
NTRK1	TSSK2
NTRK1	TSSK3
NTRK1	TSSK4
NTRK1	TSSK6
NTRK1	TTC1
NTRK1	TUSC3
NTRK1	TXK
NTRK1	TYK2
NTRK1	TYRO3
NTRK1	UBA1
NTRK1	UBA2
NTRK1	UBA3
NTRK1	UBA6
NTRK1	UBA7
NTRK1	UBE2A
NTRK1	UBE2B
NTRK1	UBE2C
NTRK1	UBE2D1
NTRK1	UBE2D2
NTRK1	UBE2D3
NTRK1	UBE2E1
NTRK1	UBE2G1
NTRK1	UBE2G2
NTRK1	UBE2H
NTRK1	UBE2I
NTRK1	UBE2J1
NTRK1	UBE2K
NTRK1	UBE2L3
NTRK1	UBE2N
NTRK1	UBE2R2
NTRK1	UBE2T
NTRK1	UBE2W
NTRK1	UBXN1
NTRK1	ULK1
NTRK1	ULK2
NTRK1	UMPS
NTRK1	USP1
NTRK1	USP10
NTRK1	USP11
NTRK1	USP12
NTRK1	USP15
NTRK1	USP17L2
NTRK1	USP19
NTRK1	USP2
NTRK1	USP20
NTRK1	USP22
NTRK1	USP26
NTRK1	USP28
NTRK1	USP32
NTRK1	USP33
NTRK1	USP4
NTRK1	USP42
NTRK1	USP44
NTRK1	USP46
NTRK1	USP7
NTRK1	USP8
NTRK1	USP9X
NTRK1	USP9Y
NTRK1	VAC14
NTRK1	VAV1
NTRK1	VAV2
NTRK1	VAV3
NTRK1	VPS35
NTRK1	VRK1
NTRK1	VRK2
NTRK1	WDR4
NTRK1	WDR77
NTRK1	WEE1
NTRK1	WNK1
NTRK1	WNK2
NTRK1	WNK3
NTRK1	WNK4
NTRK1	XRCC1
NTRK1	XRCC6
NTRK1	YWHAB
NTRK1	YY1
NTRK1	ZAP70
NTRK1	ZBTB14
NTRK1	ZBTB32
NTRK1	ZBTB7A
NTRK1	ZEB1
NTRK1	ZFP57
NTRK1	ZMYND11
NTRK1	ZNF136
